año,financiación,programa,Servicio,SUELDOS DOCENTES,SUELDOS NO DOCENTES,OTROS,TOTAL SUELDOS,GASTOS,SUMINISTROS,INVERSIONES,TOTAL
2019,1.1 Rentas Generales,347,Medicina,560260434,199718481,15014358,774993273,4681191,12523411,8007029,800204904
2019,1.1 Rentas Generales,347,Inst. Higiene,232123,71400130,1239004,72871257,955766,8446725,1203051,83476799
2019,1.1 Rentas Generales,347,Odontología,192165533,103931605,7117110,303214248,2929739,7653796,4679528,318477311
2019,1.1 Rentas Generales,347,Química,352990367,76311399,5748714,435050480,3507712,13481321,4619773,456659286
2019,1.1 Rentas Generales,347,Veterinaria,286439122,121871056,6274822,414585000,4725227,13558266,6877437,439745930
2019,1.1 Rentas Generales,347,Humanidades,201970555,68484568,4144052,274599175,1880204,3589188,2556440,282625007
2019,1.1 Rentas Generales,347,Hosp. de Clínicas,434939579,0,8278124,443217703,0,0,0,443217703
2019,1.1 Rentas Generales,347,IENBA,117385002,32969096,2475175,152829273,3297479,887281,3224556,160238589
2019,1.1 Rentas Generales,347,EUM,41344864,16006784,961461,58313109,1135034,178888,1531827,61158858
2019,1.1 Rentas Generales,347,Psicología,224199081,69087637,4681095,297967813,2310542,3082487,3623592,306984434
2019,1.1 Rentas Generales,347,Enfermería,156547459,47750858,3796896,208095213,2400392,1885261,3083092,215463958
2019,1.1 Rentas Generales,347,Cs. Sociales,310423333,80561612,4906565,395891510,2790693,5383461,2803895,406869559
2019,1.1 Rentas Generales,347,Ciencias,496599238,88211051,6746744,591557033,3628443,12986090,5492287,613663853
2019,1.1 Rentas Generales,347,FIC,140844591,38808288,2940345,182593224,3815970,189687,4189882,190788763
2019,1.1 Rentas Generales,347,Ofic. Centrales,125497009,403985399,20202024,549684432,48521558,27512436,14757646,640476072
2019,1.1 Rentas Generales,347,C. y T. Alimentos,4062552,1340160,0,5402712,48477,0,0,5451189
2019,1.1 Rentas Generales,347,ISEF,112721325,37515298,0,150236623,2429021,2205143,1075655,155946442
2019,1.1 Rentas Generales,347,Esc. Nutrición,65547869,18348212,0,83896081,2307433,0,996428,87199942
2019,1.1 Rentas Generales,347,Unidad 50,0,0,0,,0,0,0,
2019,1.1 Rentas Generales,347,DT y Art.57,188663410,0,0,188663410,0,0,0,188663410
2019,1.1 Rentas Generales,347,Progresivo Doc.,15696505,0,0,15696505,0,0,0,15696505
2019,1.1 Rentas Generales,347,Antigüedad No Doc.,0,4745299,0,4745299,0,0,0,4745299
2019,1.1 Rentas Generales,347,Decretos 203/92 y 221/93,0,0,3027179,3027179,0,0,0,3027179
2019,1.1 Rentas Generales,347,Beneficios Sociales,0,0,19967419,19967419,0,0,0,19967419
2019,1.1 Rentas Generales,347,Reserva Redistribuídos,0,1136031,0,1136031,0,0,0,1136031
2019,1.1 Rentas Generales,347,Ap. Patr. Diferencial,0,0,7552394,7552394,0,0,0,7552394
2019,1.1 Rentas Generales,347,Ap. Patr. SNIS FLD,0,0,3353997,3353997,0,0,0,3353997
2019,1.1 Rentas Generales,347,Incr. Suministros,0,0,0,0,0,57204987,0,57204987
2019,1.1 Rentas Generales,347,Carr.Doc.- EH y LLOA - Incr.2013 (Áreas),1465518,0,0,1465518,0,0,0,1465518
2019,1.1 Rentas Generales,347,Carr.Doc.- Creac. y EH - Incr.2016 (Áreas),2222580,0,0,2222580,0,0,0,2222580
2019,1.1 Rentas Generales,347,Carr.Doc.- EH a 30hs. - Incr.2017 (Áreas),8437854,0,0,8437854,0,0,0,8437854
2019,1.1 Rentas Generales,347,Carr.Doc.- Nvo. LLOA,62157247,0,0,62157247,0,0,0,62157247
2019,1.1 Rentas Generales,347,Carr.No Doc.- Saldo,0,14101997,0,14101997,0,0,0,14101997
2019,1.1 Rentas Generales,347,Carr.No Doc.- Concursos Ascenso y Otros,0,10309230,0,10309230,0,0,0,10309230
2019,1.1 Rentas Generales,347,Nuevos Planes y Carreras (1/3 c/Área),22746923,0,0,22746923,0,0,0,22746923
2019,1.1 Rentas Generales,347,Reintegro Ejercicio Anterior,979079,995186,0,1974265,0,0,0,1974265
2019,1.1 Rentas Generales,348,CSIC,299544485,8495922,0,308040408,4326427,0,29659747,342026582
2019,1.1 Rentas Generales,348,CAP,137726490,0,0,137726490,0,0,0,137726490
2019,1.1 Rentas Generales,348,CSEAM,86397899,2386296,0,88784195,1936972,0,7045668,97766835
2019,1.1 Rentas Generales,348,CSE,62291097,8355245,0,70646342,0,0,15146037,85792379
2019,1.1 Rentas Generales,348,Educación Permanente,22241335,22276,0,22263611,29743,0,21496,22314850
2019,1.1 Rentas Generales,348,APEX,17203891,10136805,0,27340697,0,0,0,27340697
2019,1.1 Rentas Generales,348,Gestión,58158355,55542756,0,113701112,198598,0,5796223,119695933
2019,1.1 Rentas Generales,348,Com. Evaluación Interna y Acreditación,16309297,0,0,16309297,1857895,0,6258655,24425847
2019,1.1 Rentas Generales,348,Com. Central de DT,0,0,0,0,284624,0,205701,490325
2019,1.1 Rentas Generales,348,Partidas Centrales,3786056,3894779,0,7680836,484229,0,349957,8515022
2019,1.1 Rentas Generales,348,Servicio de Relaciones Internacionales,13429296,0,0,13429296,2057565,0,179298,15666159
2019,1.1 Rentas Generales,348,PCAB,0,825663,0,825663,41714,0,5656690,6524067
2019,1.1 Rentas Generales,348,CRI y CRI,17541893,81934,0,18361232,406336,0,293664,19061232
2019,1.1 Rentas Generales,348,Espacio Interdisciplinario,28467386,8166918,0,36634304,0,0,2500000,39134304
2019,1.1 Rentas Generales,348,UCUR,4320312,17354781,0,21675093,650138,0,689862,23015093
2019,1.1 Rentas Generales,348,Unidad 50,,,,,,,,
2019,1.1 Rentas Generales,348,Reserva Sal. Vacacional,0,0,291931262,291931262,0,0,0,291931262
2019,1.1 Rentas Generales,348,Reserva Sal. Vacacional - Doc.,18762534,0,0,18762534,0,0,0,18762534
2019,1.1 Rentas Generales,348,Fondo para Imprevistos,0,0,6559037,6559037,0,0,0,6559037
2019,1.1 Rentas Generales,348,Reserva Proy. y Progr.,0,0,166579,16658,0,0,0,16658
2019,1.1 Rentas Generales,348,Difer. de Actualizador,0,0,19150384,19150384,35912,0,0,19186296
2019,1.1 Rentas Generales,348,Incr. Sdos. Docente 2019,153000000,0,0,153000000,0,0,0,153000000
2019,1.1 Rentas Generales,348,Incr. Sdos. No Docente 2019,0,94600000,0,94600000,0,0,0,94600000
2019,1.1 Rentas Generales,348,"Creaciones - BU, PEyE y NP - Incr.2017",0,0,3582235,3582235,0,0,0,3582235
2019,1.1 Rentas Generales,349,Agronomía,0,16271989,1177978,17449967,0,0,0,17449967
2019,1.1 Rentas Generales,349,Arquitectura,0,7161540,526652,7688192,0,0,0,7688192
2019,1.1 Rentas Generales,349,Cs. Económicas,0,9107319,316001,9423320,0,0,0,9423320
2019,1.1 Rentas Generales,349,Derecho,0,10667259,556157,11223416,0,0,0,11223416
2019,1.1 Rentas Generales,349,Ingeniería,0,9412773,604163,10016936,0,0,0,10016936
2019,1.1 Rentas Generales,349,Medicina,0,17598937,764302,18363239,0,0,0,18363239
2019,1.1 Rentas Generales,349,Inst. Higiene,0,4595228,276897,4872125,0,0,0,4872125
2019,1.1 Rentas Generales,349,Odontología,0,8865805,529449,9395254,0,0,0,9395254
2019,1.1 Rentas Generales,349,Química,0,4148215,564898,4713113,0,0,0,4713113
2019,1.1 Rentas Generales,349,Veterinaria,0,11237001,62799,11864991,0,0,0,11864991
2019,1.1 Rentas Generales,349,Humanidades,0,4770440,353896,5124336,0,0,0,5124336
2019,1.1 Rentas Generales,349,Hosp. de Clínicas,0,147485455,2602519,150087974,0,0,0,150087974
2019,1.1 Rentas Generales,349,IENBA,0,2013061,301552,2314613,0,0,0,2314613
2019,1.1 Rentas Generales,349,EUM,0,1266054,117136,1383190,0,0,0,1383190
2019,1.1 Rentas Generales,349,Psicología,0,5069876,563072,5632948,0,0,0,5632948
2019,1.1 Rentas Generales,349,Enfermería,0,3974173,411694,4385867,0,0,0,4385867
2019,1.1 Rentas Generales,349,Cs. Sociales,0,5202516,458665,5661181,0,0,0,5661181
2019,1.1 Rentas Generales,349,Ciencias,0,5769066,740691,6509757,0,0,0,6509757
2019,1.1 Rentas Generales,349,FIC,0,4309576,71154,4380730,0,0,0,4380730
2019,1.1 Rentas Generales,349,CURE,0,4071762,46951,4118713,0,0,0,4118713
2019,1.1 Rentas Generales,349,CENUR Litoral Norte,0,6517163,701054,7218217,0,0,0,7218217
2019,1.1 Rentas Generales,349,Ofic. Centrales,0,47969621,2163726,50133347,0,0,0,50133347
2019,1.1 Rentas Generales,349,Bienestar Estudiantes,0,31522064,0,31522064,64052414,3566087,2040485,101181050
2019,1.1 Rentas Generales,349,Bienestar Funcionarios,5849140,93337609,0,99186749,1576440,0,2896117,103659306
2019,1.1 Rentas Generales,349,Participación y Cogobierno,9403384,717995,0,10121379,0,0,0,10121379
2019,1.1 Rentas Generales,349,Gestión - PCETMALUR,2291631,0,0,2291631,2712500,0,7800000,12804131
2019,1.1 Rentas Generales,349,Gestión - Retiro Incentivado,0,12171420,0,12171420,0,0,0,12171420
2019,1.1 Rentas Generales,349,Bienestar Estud. y Func.,4159133,9546781,0,13705914,5809350,0,500,20015264
2019,1.1 Rentas Generales,349,Cuota Mutual,0,0,2606950,2606950,0,0,0,2606950
2019,1.1 Rentas Generales,349,Incr. Cuota de Alimentación,0,77400000,0,77400000,0,0,0,77400000
2019,1.1 Rentas Generales,350,Hospital de Clínicas,0,1537681444,31027763,1568709207,271394351,60188914,40911825,1941204297
2019,1.1 Rentas Generales,351,CCI,527123124,66204588,0,593327712,24058340,0,1962,617582252
2019,1.1 Rentas Generales,351,Desafectación PDU,1165615,0,0,1165615,0,0,0,1165615
2019,1.1 Rentas Generales,351,CURE,37287703,62942653,1646002,101876358,8968967,5139161,1146200,117130686
2019,1.1 Rentas Generales,351,CENUR Litoral Norte,127916619,99793879,4102984,231813482,13833609,3187166,1995316,250829573
2019,1.1 Rentas Generales,352,POMLP,0,39386866,0,39386866,0,0,268978441,308365307
2019,1.1 Rentas Generales,352,POR,2582121,23262934,0,25845055,0,0,24079646,49924701
2018,1.2 Recursos genuinos de los servicios,347,Agronomía,6895370,,,,6339661,,4140342,17375373
2018,1.2 Recursos genuinos de los servicios,347,Arquitectura,2298457,,,,2370387,,1996281,6665125
2018,1.2 Recursos genuinos de los servicios,347,Cs. Económicas,20686111,,,,2620001,,0,23306112
2018,1.2 Recursos genuinos de los servicios,347,Derecho,2298457,,,,592937,,280396,3171790
2018,1.2 Recursos genuinos de los servicios,347,Ingeniería,25283024,,,,6830707,,2775963,34889694
2018,1.2 Recursos genuinos de los servicios,347,Medicina,4596913,,,,1280534,,466133,6343580
2018,1.2 Recursos genuinos de los servicios,347,Inst. Higiene,2298457,,,,445277,,428057,3171791
2018,1.2 Recursos genuinos de los servicios,347,Odontología,4596913,,,,3705988,,66068,8963581
2018,1.2 Recursos genuinos de los servicios,347,Química,11492285,,,,1771425,,1721909,14985619
2018,1.2 Recursos genuinos de los servicios,347,Veterinaria,2298457,,,,1997979,,622022,4918458
2018,1.2 Recursos genuinos de los servicios,347,Humanidades,6895370,,,,1544209,,202458,8642037
2018,1.2 Recursos genuinos de los servicios,347,Hosp. de Clínicas,45969135,,,,0,,0,45969135
2018,1.2 Recursos genuinos de los servicios,347,I.E.N.B.A.,2298457,,,,1629717,,11695,4045124
2018,1.2 Recursos genuinos de los servicios,347,E.U.M.,0,,,,0,,0,0
2018,1.2 Recursos genuinos de los servicios,347,Psicología,4596913,,,,735075,,138259,5470247
2018,1.2 Recursos genuinos de los servicios,347,Enfermería,2298457,,,,873334,,0,3171791
2018,1.2 Recursos genuinos de los servicios,347,Cs. Sociales,4596913,,,,1231169,,515499,6343581
2018,1.2 Recursos genuinos de los servicios,347,Ciencias,6895370,,,,3069421,,1297247,11262038
2018,1.2 Recursos genuinos de los servicios,347,FIC,2298457,,,,611334,,262,3171791
2018,1.2 Recursos genuinos de los servicios,347,Ofic. Centrales,68954872,,,,6416009,,9303996,84674877
2018,1.2 Recursos genuinos de los servicios,347,C. y T. Alimentos,0,,,,0,,0,0
2018,1.2 Recursos genuinos de los servicios,347,ISEF,0,,,,0,,0,0
2018,1.2 Recursos genuinos de los servicios,347,Esc. Nutrición,0,,,,0,,0,0
2018,1.2 Recursos genuinos de los servicios,347,Unidad 50,192292304,,,,0,,0,192292304
2018,1.2 Recursos genuinos de los servicios,350,Hosp. de Clínicas,0,,,,14393102,,2200237,16593339
2018,1.2 Recursos genuinos de los servicios,351,CENUR Litoral Norte,2298457,,,,1746667,,0,4045124
2018,1.2 Recursos genuinos de los servicios,352,POMLP,0,,,,0,,60000000,60000000
2018,1.2 Adicional Fondo Solidaridad,347,Agronomía,,,,,1509906,,0,1509906
2018,1.2 Adicional Fondo Solidaridad,347,Arquitectura,,,,,1454036,,0,1454036
2018,1.2 Adicional Fondo Solidaridad,347,Cs. Económicas,,,,,603441,,0,603441
2018,1.2 Adicional Fondo Solidaridad,347,Derecho,,,,,774593,,0,774593
2018,1.2 Adicional Fondo Solidaridad,347,Ingeniería,,,,,1328422,,0,1328422
2018,1.2 Adicional Fondo Solidaridad,347,Medicina,,,,,1806527,,0,1806527
2018,1.2 Adicional Fondo Solidaridad,347,Inst. Higiene,,,,,216784,,0,216784
2018,1.2 Adicional Fondo Solidaridad,347,Odontología,,,,,1098073,,495045,1593118
2018,1.2 Adicional Fondo Solidaridad,347,Química,,,,,626319,,0,626319
2018,1.2 Adicional Fondo Solidaridad,347,Veterinaria,,,,,1312526,,0,1312526
2018,1.2 Adicional Fondo Solidaridad,347,Humanidades,,,,,344033,,0,344033
2018,1.2 Adicional Fondo Solidaridad,347,Hosp. de Clínicas,,,,,0,,0,0
2018,1.2 Adicional Fondo Solidaridad,347,I.E.N.B.A.,,,,,1610345,,34229,1644574
2018,1.2 Adicional Fondo Solidaridad,347,E.U.M.,,,,,173554,,0,173554
2018,1.2 Adicional Fondo Solidaridad,347,Psicología,,,,,573992,,6237,580229
2018,1.2 Adicional Fondo Solidaridad,347,Enfermería,,,,,579282,,0,579282
2018,1.2 Adicional Fondo Solidaridad,347,Cs. Sociales,,,,,577708,,0,577708
2018,1.2 Adicional Fondo Solidaridad,347,Ciencias,,,,,1167806,,0,1167806
2018,1.2 Adicional Fondo Solidaridad,347,FIC,,,,,551634,,0,551634
2018,1.2 Adicional Fondo Solidaridad,347,Ofic. Centrales,,,,,12992525,,7015000,20007525
2018,1.2 Adicional Fondo Solidaridad,347,C. y T. Alimentos,,,,,59214,,0,59214
2018,1.2 Adicional Fondo Solidaridad,347,I.S.E.F.,,,,,132902,,0,132902
2018,1.2 Adicional Fondo Solidaridad,347,Esc. Nutrición,,,,,1545218,,0,1545218
2018,1.2 Adicional Fondo Solidaridad,348,C.S.I.C.,,,,,200,,0,200
2018,1.2 Adicional Fondo Solidaridad,348,C.A.P.,,,,,0,,0,0
2018,1.2 Adicional Fondo Solidaridad,348,C.S.E.A.M.,,,,,1039031,,0,1039031
2018,1.2 Adicional Fondo Solidaridad,348,C.S.E.,,,,,898832,,5240804,6139636
2018,1.2 Adicional Fondo Solidaridad,348,Gestión,,,,,1584000,,10634497,12218497
2018,1.2 Adicional Fondo Solidaridad,348,PCAB,,,,,0,,28958,28958
2018,1.2 Adicional Fondo Solidaridad,348,CRICRI,,,,,550,,0,550
2018,1.2 Adicional Fondo Solidaridad,348,Fondo para Imprevistos,,,,,3463204,,0,3463204
2018,1.2 Adicional Fondo Solidaridad,349,Bienestar Estudiantes,,,,,7235297,,682434,7917731
2018,1.2 Adicional Fondo Solidaridad,350,Hosp. de Clínicas,,,,,0,,3517912,3517912
2018,1.2 Adicional Fondo Solidaridad,351,CCI,,,,,507212,,0,507212
2018,1.2 Adicional Fondo Solidaridad,351,CENUR Litoral Norte,,,,,2960547,,190766,3151313
2018,1.2 Adicional Fondo Solidaridad,352,POMLP (#),,,,,2688942,,230248697,232937639
2018,1.2 Adicional Fondo Solidaridad,352,POR,,,,,6161451,,23479161,29640612
2018,1.2 Adicional Fondo Solidaridad,352,PAI,,,,,0,,41389446,41389446
2018,1.1 Rentas Generales,347,Agronomía,342699019,189253332,8359010,540311361,5122174,24147952,7826616,577408103
2018,1.1 Rentas Generales,347,Arquitectura,285183302,89607970,7699321,382490593,3063908,8185476,5077347,398817324
2018,1.1 Rentas Generales,347,Cs. Económicas,299840699,99773186,7613860,407227745,6112761,7543457,5428894,426312857
2018,1.1 Rentas Generales,347,Derecho,261677507,117531097,7165595,386374199,2895915,4783015,4678077,398731206
2018,1.1 Rentas Generales,347,Ingeniería,515808613,110141811,8479899,634430323,5450359,15779903,7000490,662661075
2018,1.1 Rentas Generales,347,Medicina,497736901,184084697,13957001,695778599,4673208,11911459,8007029,720370295
2018,1.1 Rentas Generales,347,Inst. Higiene,265829,65746043,1172734,67184606,950378,8048256,1203051,77386291
2018,1.1 Rentas Generales,347,Odontología,176678707,96314890,6534854,279528451,2936079,7347829,4679528,294491887
2018,1.1 Rentas Generales,347,Química,314537787,69743984,5148325,389430096,3507257,12734992,4619773,410292118
2018,1.1 Rentas Generales,347,Veterinaria,264657123,112370379,5935698,382963200,4726752,12751139,6877437,407318528
2018,1.1 Rentas Generales,347,Humanidades,181946606,63076820,3730614,248754040,1890309,3408603,2556440,256609392
2018,1.1 Rentas Generales,347,Hosp. de Clínicas,396096548,0,7857318,403953866,0,0,0,403953866
2018,1.1 Rentas Generales,347,IENBA,102017141,29729006,2110665,133856812,3306057,847793,3224556,141235218
2018,1.1 Rentas Generales,347,EUM,36839048,14738642,831431,52409121,1141909,171248,1531827,55254105
2018,1.1 Rentas Generales,347,Psicología,201004787,63542223,4048517,268595527,2316627,2943900,3623592,277479646
2018,1.1 Rentas Generales,347,Enfermería,142462870,43383684,3794299,189640853,1254974,1787165,3083092,195766084
2018,1.1 Rentas Generales,347,Cs. Sociales,282760117,74292721,4495702,361548540,2796066,5199786,2803895,372348287
2018,1.1 Rentas Generales,347,Ciencias,458144766,81784865,6093621,546023252,3633270,12457206,5492287,567606015
2018,1.1 Rentas Generales,347,FIC,126292171,36191811,2448320,164932302,3827408,181841,4189882,173131433
2018,1.1 Rentas Generales,347,Ofic. Centrales,109661493,371665717,18862436,500189646,48390707,25985731,14757646,589323730
2018,1.1 Rentas Generales,347,C. y T. Alimentos,3712212,1233113,0,4945325,48477,0,0,4993802
2018,1.1 Rentas Generales,347,ISEF,72956090,20606452,0,93562542,429124,2111994,1075655,97179315
2018,1.1 Rentas Generales,347,Esc. Nutrición,59895252,16882631,0,76777883,2309995,0,996428,80084306
2018,1.1 Rentas Generales,347,Unidad 50:,,,,0,,,,0
2018,1.1 Rentas Generales,347,DT y Art.57,122841007,0,0,122841007,0,0,0,122841007
2018,1.1 Rentas Generales,347,Progresivo Doc.,24390134,0,0,24390134,0,0,0,24390134
2018,1.1 Rentas Generales,347,Antigüedad No Doc.,0,4205962,0,4205962,0,0,0,4205962
2018,1.1 Rentas Generales,347,Decret. 203/92 y 221/93,0,0,3692976,3692976,0,0,0,3692976
2018,1.1 Rentas Generales,347,Beneficios Sociales,0,0,19000961,19000961,0,0,0,19000961
2018,1.1 Rentas Generales,347,Reserva Redistribuídos,0,1045289,0,1045289,0,0,0,1045289
2018,1.1 Rentas Generales,347,Ap. Patr. Diferencial,0,0,6901102,6901102,0,0,0,6901102
2018,1.1 Rentas Generales,347,Ap. Patr. SNIS FLD,0,0,3064760,3064760,0,0,0,3064760
2018,1.1 Rentas Generales,347,Incr. Suministros,0,0,0,0,0,53649653,0,53649653
2018,1.1 Rentas Generales,347,Carr. Doc. - EHyLLOA - Antes 2013 (dev.),870448,0,0,870448,0,0,0,870448
2018,1.1 Rentas Generales,347,Carr. Doc. - EHyLLOA - Incr.2013 (Áreas),2161830,0,0,2161830,0,0,0,2161830
2018,1.1 Rentas Generales,347,Carr. Doc. - Creac.y EH - Incr.2016 (Áreas),4725298,0,0,4725298,0,0,0,4725298
2018,1.1 Rentas Generales,347,Carr. Doc. - EH a 30hs. - Incr.2017(Áreas),19294014,0,0,19294014,0,0,0,19294014
2018,1.1 Rentas Generales,347,Carr.Doc.- Nvo. LLOA - Incr.2018,13371184,0,0,13371184,0,0,0,13371184
2018,1.1 Rentas Generales,347,Carr.No Doc.- Saldo,0,2038679,0,2038679,0,0,0,2038679
2018,1.1 Rentas Generales,347,Carr.No Doc.- Concursos Ascenso y Otros,0,34409384,0,34409384,0,0,0,34409384
2018,1.1 Rentas Generales,347,Nvos.Planes y Carr. - (1/3 c/Area),20785309,0,0,20785309,0,0,0,20785309
2018,1.1 Rentas Generales,347,Reintegro Ejerc. Anterior,9509034,169494,0,9678528,1142428,0,0,10820956
2018,1.1 Rentas Generales,348,C.S.I.C.,273712824,7817302,0,281530126,4326427,0,29659747,315516300
2018,1.1 Rentas Generales,348,C.A.P.,125849443,0,0,125849443,0,0,0,125849443
2018,1.1 Rentas Generales,348,C.S.E.A.M.,78947249,2195688,0,81142937,1936972,0,7045668,90125577
2018,1.1 Rentas Generales,348,C.S.E.,56919332,7687861,0,64607193,0,0,15146037,79753230
2018,1.1 Rentas Generales,348,Educación Permanente,20323320,20496,0,20343816,29743,0,21496,20395055
2018,1.1 Rentas Generales,348,A.P.E.X.,15720288,9327118,0,25047406,0,0,0,25047406
2018,1.1 Rentas Generales,348,Gestión,53142984,51106225,0,104249209,198598,0,5796223,110244030
2018,1.1 Rentas Generales,348,CEIyA,14902841,0,0,14902841,1857895,0,6258655,23019391
2018,1.1 Rentas Generales,348,Com. Central de DT,0,0,0,0,284624,0,205701,490325
2018,1.1 Rentas Generales,348,Partidas Centrales,3459560,3583680,0,7043240,484229,0,349957,7877426
2018,1.1 Rentas Generales,348,Cooperación Nal. e Int.,12271201,0,0,12271201,2057565,0,179298,14508064
2018,1.1 Rentas Generales,348,P.C.A.B.,0,759713,0,759713,41714,0,5656690,6458117
2018,1.1 Rentas Generales,348,C.R.I.C.R.I.,16029142,753894,0,16783036,406336,0,293664,17483036
2018,1.1 Rentas Generales,348,Espacio Interdisciplinario,26012459,7514578,0,33527037,0,0,2500000,36027037
2018,1.1 Rentas Generales,348,UCUR,3947743,15968551,0,19916294,650138,0,689862,21256294
2018,1.1 Rentas Generales,348,Unidad 50,,,,0,,,,0
2018,1.1 Rentas Generales,348,Reserva Sal. Vacacional,0,0,267495781,267495781,0,0,0,267495781
2018,1.1 Rentas Generales,348,Reserva Sal. Vacacional - Doc.,32144519,0,0,32144519,0,0,0,32144519
2018,1.1 Rentas Generales,348,Fondo para Imprevistos,0,0,5993408,5993408,0,0,0,5993408
2018,1.1 Rentas Generales,348,Reserva Proy. y Progr.,0,0,152214,152214,0,0,0,152214
2018,1.1 Rentas Generales,348,Difer. de Actualizador,0,0,20030941,20030941,35912,0,0,20066853
2018,1.1 Rentas Generales,348,Consolidación Áreas - RC.2011,0,0,0,0,0,0,0,0
2018,1.1 Rentas Generales,348,Incr. Sdos. Docente 2018,188800000,0,0,188800000,0,0,0,188800000
2018,1.1 Rentas Generales,348,Incr. Sdos. No Docente 2018,0,74910000,0,74910000,0,0,0,74910000
2018,1.1 Rentas Generales,348,"Creaciones - BU, PEyE y NP - Incr.2017",0,0,3273315,3273315,0,0,0,3273315
2018,1.1 Rentas Generales,349,Agronomía,0,12262768,883145,13145913,0,0,0,13145913
2018,1.1 Rentas Generales,349,Arquitectura,0,5395820,352401,5748221,0,0,0,5748221
2018,1.1 Rentas Generales,349,Cs. Económicas,0,6805960,158189,6964149,0,0,0,6964149
2018,1.1 Rentas Generales,349,Derecho,0,8018455,431094,8449549,0,0,0,8449549
2018,1.1 Rentas Generales,349,Ingeniería,0,7082962,415222,7498184,0,0,0,7498184
2018,1.1 Rentas Generales,349,Medicina,0,13266269,573102,13839371,0,0,0,13839371
2018,1.1 Rentas Generales,349,Inst. Higiene,0,3480694,177111,3657805,0,0,0,3657805
2018,1.1 Rentas Generales,349,Odontología,0,6734093,362109,7096202,0,0,0,7096202
2018,1.1 Rentas Generales,349,Química,0,3128884,413098,3541982,0,0,0,3541982
2018,1.1 Rentas Generales,349,Veterinaria,0,8514474,545546,9060020,0,0,0,9060020
2018,1.1 Rentas Generales,349,Humanidades,0,3587084,30051,3887594,0,0,0,3887594
2018,1.1 Rentas Generales,349,Hosp. de Clínicas,0,112635134,1994437,114629571,0,0,0,114629571
2018,1.1 Rentas Generales,349,I.E.N.B.A.,0,1502312,175796,1678108,0,0,0,1678108
2018,1.1 Rentas Generales,349,E.U.M.,0,94635,69249,1015599,0,0,0,1015599
2018,1.1 Rentas Generales,349,Psicología,0,3742338,475389,4217727,0,0,0,4217727
2018,1.1 Rentas Generales,349,Enfermería,0,2984892,197665,3182557,0,0,0,3182557
2018,1.1 Rentas Generales,349,Cs. Sociales,0,3886175,386426,4272601,0,0,0,4272601
2018,1.1 Rentas Generales,349,Ciencias,0,4379196,519578,4898774,0,0,0,4898774
2018,1.1 Rentas Generales,349,FIC,0,3222277,68381,3290658,0,0,0,3290658
2018,1.1 Rentas Generales,349,CURE,0,2770157,46874,2817031,0,0,0,2817031
2018,1.1 Rentas Generales,349,CENUR Litoral Norte,0,4849105,576549,5425654,0,0,0,5425654
2018,1.1 Rentas Generales,349,Ofic. Centrales,0,35684386,1450658,37135044,0,0,0,37135044
2018,1.1 Rentas Generales,349,Bienestar Estudiantes,0,29004208,0,29004208,64052414,3320609,2040485,98417716
2018,1.1 Rentas Generales,349,Bienestar Funcionarios,5344731,85882177,0,91226908,1576440,0,2896117,95699465
2018,1.1 Rentas Generales,349,Participación y Cogobierno,8592469,660644,0,9253113,0,0,0,9253113
2018,1.1 Rentas Generales,349,Gestión - PCETMALUR,2094009,0,0,2094009,2712500,0,7800000,12606509
2018,1.1 Rentas Generales,349,Gestión - Retiro Incentivado,0,11199216,0,11199216,0,0,0,11199216
2018,1.1 Rentas Generales,349,Bienestar Estud. y Func.,3800464,8784223,0,12584687,5809350,0,500,18894037
2018,1.1 Rentas Generales,349,Cuota Mutual,0,0,5460831,5460831,0,0,0,5460831
2018,1.1 Rentas Generales,349,Incr. Cuota de Alimentación,0,61290000,0,61290000,0,0,0,61290000
2018,1.1 Rentas Generales,350,Hosp. de Clínicas,0,1402799220,29382942,1432182162,211418465,55827742,40911825,1740340193
2018,1.1 Rentas Generales,350,Gastos e Inversiones,0,0,0,0,60000000,0,0,60000000
2018,1.1 Rentas Generales,351,CCI,444928036,80493477,0,525421514,20593431,0,1962,546211145
2018,1.1 Rentas Generales,351,Desafectación PDU 2017,,,,,,,,
2018,1.1 Rentas Generales,351,CURE,27485388,35675201,979194,64139782,8997895,4583633,1146200,78867510
2018,1.1 Rentas Generales,351,CENUR Litoral Norte,96484784,71208457,2893496,170586737,12548786,2765028,1995316,187895867
2018,1.1 Rentas Generales,352,POMLP (#),0,36240802,0,36240802,0,0,268978441,305219243
2018,1.1 Rentas Generales,352,POR,2359448,21404785,0,23764233,0,0,24079646,47843879
2017,1.1 Rentas Generales,347,Agronomía,300440742,172333984,7528670,480303396,5179289,22610259,7826616,515919560
2017,1.1 Rentas Generales,347,Arquitectura,254247544,81457289,7309707,343014540,3116197,7630075,5077347,358838159
2017,1.1 Rentas Generales,347,Cs. Económicas,260924539,90544246,6804944,358273729,3192694,9992654,5428894,376887971
2017,1.1 Rentas Generales,347,Derecho,235181608,106694199,6187735,348063542,2967375,4452542,4678077,360161536
2017,1.1 Rentas Generales,347,Ingeniería,442064022,100064197,7488450,549616669,5500508,14695156,7000490,576812823
2017,1.1 Rentas Generales,347,Medicina,441428465,167094492,12468821,620991778,4761496,11109701,80729,644870004
2017,1.1 Rentas Generales,347,Inst. Higiene,225671,59659941,1057619,60943231,957711,7525131,1203051,70629124
